"Title","Type","Availability","MSRP Currency","MSRP","Show Price Currency","Show Price","Publisher","Location","Priority","Notes","Thumbs","BGGId","BGGVersionId","Mfg Product Code","Release Date","Override Release Date","Events"
"Panorama","Standalone","For Sale","USD",19.99,"USD",19.99,"Scorpion Masqué","Hachette Boardgames USA Booth 2435","N/A","N/A",25,"462763","787931","","2026-06-00","",""
"Drillers","Standalone","For Sale","USD",60,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",45,"465669","792620","","0000-00-00","Q3 2026",""
"Codenames: Critical Role Adventures","Standalone","For Sale","USD",40,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",30,"465849","793165","","0000-00-00","Q3 2026",""
"Codenames: Fairy Tales Expansion Pack","Expansion","For Sale","USD",10,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",16,"464602","790925","","0000-00-00","Q2 2026",""
"Codenames: Sci-Fi Expansion Pack","Expansion","For Sale","USD",10,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",15,"464604","790927","","0000-00-00","Q2 2026",""
"Codenames: Pictures – Cute Critters Expansion Pack","Expansion","For Sale","USD",10,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",14,"464600","790922","","0000-00-00","Q2 2026",""
"Codenames: Critical Role Adventures – Vox Machina Expansion Pack","Expansion","For Sale","USD",12,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",19,"465851","793171","","0000-00-00","Q3 2026",""
"SETI: Space Agencies","Expansion","For Sale","USD",30,"N/A","N/A","Czech Games Edition (CGE)","1003","N/A","N/A",40,"445048","756741","CGE00134","2025-10-23","",""
"Raindrops","Standalone","For Sale","USD",29,"USD",30,"DV Games","2109","N/A","N/A",10,"462541","787294","DVG9095","0000-00-00","",""
"Pet Quartet","Standalone","For Sale","USD",20,"N/A","N/A","GameHead","","N/A","N/A",21,"457020","777948","","0000-00-00","Q2 2026",""
"Wild Magic","Standalone","For Sale","USD",20,"N/A","N/A","GameHead","","N/A","N/A",37,"453741","772440","","0000-00-00","Q2 2026",""
"Trick to the Future","Standalone","For Sale","USD",20,"N/A","N/A","GameHead","","N/A","N/A",41,"456965","777853","","0000-00-00","Q2 0226",""
"Questline","Standalone","For Sale","USD",19.95,"USD",19.95,"Thunderworks Games","","N/A","N/A",36,"470190","800465","TWK4120","2026-08-04","",""
"Tenpenny Parks: Innovation Expansion","Expansion","For Sale","USD",44.95,"USD",44.95,"Thunderworks Games","","N/A","N/A",21,"450787","766658","TWK3007","0000-00-00","",""
"Tenpenny Parks: Winter Lights & Spooky Nights Expansion","Expansion","For Sale","USD",29.95,"USD",29.95,"Thunderworks Games","","N/A","N/A",22,"443087","753357","TWK3008","0000-00-00","",""
"Tenpenny Parks: Collector's Edition","Standalone","For Sale","USD",134.95,"USD",134.95,"Thunderworks Games","","N/A","N/A",21,"455900","776043","","0000-00-00","",""
"Holiday Hills","Standalone","For Sale","USD",69,"N/A","N/A","Chris Couch Games","Booth 2753","N/A","N/A",29,"421217","714261","","2025-12-00","",""
"Jingle Bell Roll","Standalone","For Sale","USD",25,"N/A","N/A","Chris Couch Games","Booth 2753","N/A","N/A",27,"443697","754470","","2025-12-00","",""
"Garden Club","Standalone","For Sale","USD",45,"N/A","N/A","Chris Couch Games","Booth 2753","N/A","N/A",35,"456424","776989","","0000-00-00","Q3 2026",""
"Earth Express","Standalone","Demo","N/A","N/A","N/A","N/A","Inside Up Games","","N/A","N/A",37,"467570","796014","IUG026","0000-00-00","",""
"Mini Rogue: The Council","Standalone","For Sale","USD",29,"N/A","N/A","Nuts! Publishing","#229","N/A","N/A",13,"417020","706466","","2026-02-00","",""
"Guerre Eclair","Standalone","For Sale","USD",29.9,"N/A","N/A","Nuts! Publishing","#229","N/A","N/A",6,"296425","738688","","2026-04-24","",""
"SPELL","Standalone","For Sale","USD",15,"N/A","N/A","Nuts! Publishing","#229","N/A","N/A",7,"286363","671105","","2024-00-00","Q4 2026",""
"Tenby","Standalone","For Sale","USD",30,"N/A","N/A","Mighty Boards","","N/A","N/A",63,"407233","772123","","2025-11-00","",""
"Pinched!","Standalone","For Sale","USD",35,"N/A","N/A","Mighty Boards","","N/A","N/A",20,"450685","766477","","2025-10-00","",""
"Red North","Standalone","For Sale","USD",25,"N/A","N/A","Mighty Boards","","N/A","N/A",15,"447737","761208","","2025-10-00","",""
"For the Gods!","Standalone","Demo","N/A","N/A","N/A","N/A","Mighty Boards","","N/A","N/A",46,"444234","755334","","0000-00-00","Q4 2026",""
"Altay: Seafarers Expansion","Expansion","For Sale","USD",34.9,"N/A","N/A","Ares Games","#331","N/A","N/A",8,"454723","774138","ARTG030","2026-02-00","",""
"Yotei","Standalone","Demo","N/A","N/A","N/A","N/A","Mighty Boards","","N/A","N/A",39,"456860","794310","","0000-00-00","",""
"Coloroo","Standalone","For Sale","USD",14.99,"USD",14.99,"Lioness Games","","N/A","N/A",5,"462531","787280","","2026-00-00","",""
"FaeKin","Standalone","For Sale","USD",24.99,"USD",24.99,"Lioness Games","","N/A","N/A",8,"445610","757645","","2025-08-00","",""
"Aetherspire","Standalone","For Sale","USD",50,"USD",40,"Phase Shift Games","Booth #274","N/A","N/A",15,"423020","717639","","2025-11-00","",""
"Super Auto Pets Card Battle: Classic Pack","Standalone","For Sale","USD",20,"USD",20,"Plaid Hat Games","2229","N/A","N/A",7,"450335","765802","","2026-08-00","",""
"7th Sea: City of Five Sails – Blood and Salt","Expansion","For Sale","USD",39.99,"USD",39.99,"Pine Box Entertainment","","N/A","N/A",2,"469219","798841","PBE03022","0000-00-00","Q3 2026",""
"Pendragon: Glory of the Round Table","Standalone","For Sale","USD",29.99,"USD",29.99,"Pine Box Entertainment","","N/A","N/A",2,"450583","766213","","0000-00-00","",""
"Doomtown: Weird West Edition","Standalone","For Sale","USD",59.99,"USD",59.99,"Pine Box Entertainment","","N/A","N/A",11,"353782","793442","PBE01017","0000-00-00","Q2 2026",""
"The Frozen Passage","Standalone","For Sale","USD",23,"USD",21,"Oink Games","459","N/A","N/A",19,"468616","803529","","0000-00-00","",""
"Compress","Standalone","For Sale","USD",23,"USD",21,"Oink Games","459","N/A","N/A",7,"448646","798077","","2026-00-00","",""
"Perennial","Standalone","Demo","N/A","N/A","N/A","N/A","Flatout Games","","N/A","N/A",51,"471962","803273","","0000-00-00","",""
